semester,day,room,building,teacher,hours,course_name,school_and_faculty,course_type,course_number
ב',ב',    ,None,"ד""ר ברזילי אוהד",1830 - 1545,ניהול תוכנה בגישות רזות ואג'יליות,ניהול/מדעי הניהול-מערכות מידע ,שיעור,1242-3264-02
ב',ב',262 ,גילמן,"ד""ר לייבנר חררדו",2000 - 1600,חיים של עניים באמריקה הלטינית במאה ה-20,מדעי הרוח/היסטוריה כללית ,סמינר,0621-3316-01
א',א',254 ,רקנאטי,מר בן עמי צבי,2130 - 1845,מבוא ליישומי דאטה במנהל עסקים,ניהול/מדעי הניהול-מערכות מידע ,שיעור,1242-3265-01
"א'
א'","ב'
ה'","361א
361א","גילמן
גילמן",פרופ זכים מיכאל,"1800 - 1600
1800 - 1600",כלכלה ומודרנה: הגות כלכלית מאז המאה ה-17,מדעי הרוח/היסטוריה כללית ,"סמינר
סמינר",0621-3372-01
א',ה',105 ,רקנאטי,"ד""ר גבע תומר",2130 - 1845,מבוא ליישומי דאטה במנהל עסקים,ניהול/מדעי הניהול-מערכות מידע ,שיעור,1242-3265-02
א',ב',497 ,גילמן,"ד""ר פרויס אורי",1400 - 1000,"ברזיל במאה ה:19- מאימפרית עבדים לרפובליקה ""מתקדמת""",מדעי הרוח/היסטוריה כללית ,סמינר,0621-3377-01
ב',ה',    ,None,מר בן עמי צבי,1830 - 1545,מבוא ליישומי דאטה במנהל עסקים,מדעי החיים/מדעי הניהול-מערכות מידע ,שיעור,1242-3265-03
א',ד',323 ,גילמן,פרופ קליינברג אביעד,1400 - 1200,מיסטיקה נוצרית,מדעי הרוח/היסטוריה כללית ,סמינר,0621-6531-01
קיץ ,None,    ,None,מר בן עמי צבי,None,מבוא ליישומי דאטה במנהל עסקים,ניהול/מדעי הניהול-מערכות מידע ,שיעור,1242-3265-04
ב',ג',497 ,גילמן,"ד""ר כהן הנגבי נעמה רחל",1200 - 0800,טקסי לידה וטקסי מוות בימי הביניים,מדעי הרוח/היסטוריה כללית ,סמינר,0621-6534-01
א',ג',303 ,רקנאטי,פרופ אסטריכר-זינגר גל,2130 - 1845,"רשתות, המונים והשוק",מדעי החברה/מדעי הניהול-מערכות מידע ,שיעור,1242-3266-01
א',ג',449 ,גילמן,"ד""ר רבינוביץ עודד",1600 - 1400,סמינר מחלקתי בעת החדשה המוקדמת א',מדעי הרוח/היסטוריה כללית ,סמינר,0621-7001-01
א',ג',303 ,רקנאטי,פרופ אסטריכר-זינגר גל,1830 - 1715,"רשתות, המונים והשוק",ניהול/מדעי הניהול-מערכות מידע ,שיעור,1242-3266-02
ב',ג',449 ,גילמן,"ד""ר רבינוביץ עודד",1600 - 1400,סמינר מחלקתי העת החדשה המוקדמת ב',מדעי הרוח/היסטוריה כללית ,סמינר,0621-7002-01
א',ב',253 ,רקנאטי,"ד""ר צביליחובסקי דוד",1830 - 1545,יזמות טכנולוגית - מרעיון לביצוע,ניהול/מדעי הניהול-מערכות מידע ,שיעור,1242-3267-01
א',None,    ,None,  ,None,בטיחות כללית וחשמל,מדעים מדויקים ,הדרכה אי,0300-5000-01
"א'
א'","ב'
ה'","361א
361א","גילמן
גילמן",פרופ כץ דוד,"1200 - 1000
1200 - 1000",מהו הרעיון בתולדות הרעיונות?,מדעי הרוח/היסטוריה כללית ,"סמינר
סמינר",0621-7013-01
א',ג',408 ,רקנאטי,"ד""ר שמיר נועם",1830 - 1545,ניהול שרשראות אספקה,מדעי החברה/מדעי הניהול-מערכות מידע ,שיעור,1242-3268-01
ב',None,    ,None,  ,None,בטיחות כללית וחשמל,מדעים מדויקים ,הדרכה אי,0300-5000-02
א',ג',497 ,גילמן,פרופ הרציג תמר,1200 - 0800,ציד המכשפות באירופה בעת החדשה המוקדמת,מדעי הרוח/היסטוריה כללית ,סמינר,0621-7020-01
ב',ד',    ,None,"ד""ר שמיר נועם",2130 - 1845,ניהול שרשראות אספקה,מדעי החברה/מדעי הניהול-מערכות מידע ,שיעור,1242-3268-02
א',None,    ,None,  ,None,עזרה ראשונה,מדעים מדויקים ,הדרכה אי,0300-5001-01
ב',ד',320 ,גילמן,פרופ מאלי יוסף,1400 - 1200,"היסטוריה וספרות: קריאה ב""מימזיס"" של אריך אוארבך",מדעי הרוח/היסטוריה כללית ,סמינר,0621-7035-01
ב',ב',    ,None,"ד""ר רואש דניאל",1830 - 1545,Competitive Intelligence & Tech Transfer,ניהול/מדעי הניהול-מערכות מידע ,שיעור,1242-3269-01
א',ד',104 ,הנדסת תוכנה,פרופ ורשנר דניאל,1200 - 1000,פרקים בביולוגיה של התא,מדעים מדויקים ,שיעור,0300-5030-01
א',ד',401 ,"ביה""ס לשפות",פרופ קופרטי-צור נדין,1400 - 1000,החלום ההומניסטי ושברו,מדעי הרוח/היסטוריה כללית ,סמינר,0621-7040-01
א',ה',105 ,רקנאטי,"ד""ר אללוף מרים",1830 - 1545,מבוא לטכנולוגיות נתוני עתק,ניהול/מדעי הניהול-מערכות מידע ,שיעור,1242-3270-01
"ב'
ב'","ד'
ה'","009 
009 ","אודיטור' לב
אודיטור' לב",פרופ ליפשיץ רון,"1400 - 1300
1400 - 1200",פרקים בפיזיקה קלאסית,מדעים מדויקים/פיזיקה ואסטרונומיה ,"שיעור
שיעור",0321-1104-01
ב',ד',317א,גילמן,"ד""ר רבינוביץ עודד",1400 - 1000,ספרים ומדע בעת החדשה,מדעי הרוח/היסטוריה כללית ,סמינר,0621-7041-01
ב',ה',    ,None,"ד""ר ששון אילן",2130 - 1845,מבוא לטכנולוגיות נתוני עתק,מדעי החיים/מדעי הניהול-מערכות מידע ,שיעור,1242-3270-02
ב',ד',111 ,אורנשטיין,מר חיימוב אהוד,1500 - 1400,פרקים בפיזיקה קלאסית,מדעים מדויקים/פיזיקה ואסטרונומיה ,תרגיל,0321-1104-02
ב',ב',497 ,גילמן,"ד""ר דה סוסה פינטו פאולו חורחה",2000 - 1600,פורטוגל והאימפריה בזירה בעת החדשה המוקדמת,מדעי הרוח/היסטוריה כללית ,סמינר,0621-7042-01
"קיץ 
קיץ ","ו'
ו'","    
303 ","None
רקנאטי",מר קפלן משה,"1100 - 0815
1100 - 0815",מבוא לטכנולוגיות נתוני עתק,ניהול/מדעי הניהול-מערכות מידע ,"שיעור
שיעור",1242-3270-03
ב',ד',204 ,פיזיקה-שנקר,מר חיימוב אהוד,1100 - 1000,פרקים בפיזיקה קלאסית,מדעים מדויקים/פיזיקה ואסטרונומיה ,תרגיל,0321-1104-03
א',ד',320 ,גילמן,"ד""ר שטרנהל יעל",2000 - 1600,שחרור העבדים באמריקה,מדעי הרוח/היסטוריה כללית ,סמינר,0621-8026-01
א',ה',105 ,רקנאטי,מר אברם אורן,1830 - 1545,טיפול יישומי בנתוני אנליטיקה עסקית,06/מדעי הניהול-מערכות מידע ,שיעור,1242-3271-01
ב',ב',204 ,פיזיקה-שנקר,מר חיימוב אהוד,1700 - 1600,פרקים בפיזיקה קלאסית,מדעים מדויקים/פיזיקה ואסטרונומיה ,תרגיל,0321-1104-04
א',ד',301 ,"ביה""ס לשפות","ד""ר פרויס אורי",1800 - 1600,סמינר מחלקתי מגמת אמריקה הלטינית א',מדעי הרוח/היסטוריה כללית ,סמינר,0621-8505-01
ב',ה',    ,None,מר אברם אורן,2130 - 1845,טיפול יישומי בנתוני אנליטיקה עסקית,ניהול/מדעי הניהול-מערכות מידע ,שיעור,1242-3271-02
א',ב',101 ,קפלון,פרופ אברמוביץ הלינה,1700 - 1300,מעבדה בפיזיקה א 1,מדעים מדויקים/פיזיקה ואסטרונומיה ,מעבדה,0321-1111-01
ב',ד',101 ,"ביה""ס לשפות","ד""ר פרויס אורי",1800 - 1600,סמינר מחלקתי מגמת אמריקה הלטינית ב',מדעי הרוח/היסטוריה כללית ,סמינר,0621-8506-01
"קיץ 
קיץ ","None
ו'","    
303 ","None
רקנאטי",מר קפלן משה,"None
1400 - 1115",טיפול יישומי בנתוני אנליטיקה עסקית,הנדסה/מדעי הניהול-מערכות מידע ,"שיעור
שיעור",1242-3271-03
א',א',101 ,קפלון,פרופ אברמוביץ הלינה,1700 - 1300,מעבדה בפיזיקה א 1,מדעים מדויקים/פיזיקה ואסטרונומיה ,מעבדה,0321-1111-03
"א'
ב'","א'
א'","101 
101 ","ביה""ס לשפות
ביה""ס לשפות","ד""ר לייבנר חררדו","2000 - 1600
2000 - 1600",סמינר תלמידי מחקר בהיסטוריה שבעל פה,מדעי הרוח/היסטוריה כללית ,"סמינר
סמינר",0621-8531-01
א',ג',303 ,רקנאטי,"ד""ר רייכמן שחר",2130 - 1845,היבטים עסקיים של ניסויים דיגיטליים,ניהול/מדעי הניהול-מערכות מידע ,שיעור,1242-3272-01
א',א',    ,None,  ,1700 - 1300,מעבדה בפיזיקה א 1,מדעים מדויקים/פיזיקה ואסטרונומיה ,מעבדה,0321-1111-04
"א'
ב'","ג'
ג'","105 
105 ","ביה""ס לשפות
ביה""ס לשפות","ד""ר סיטמן רוזלי","1800 - 1600
1800 - 1600",ספרדית להיסטוריונים,מדעי הרוח/היסטוריה כללית ,"סמינר
סמינר",0621-8532-01
ב',ג',    ,None,"ד""ר רייכמן שחר",2130 - 1845,היבטים עסקיים של ניסויים דיגיטליים,ניהול/מדעי הניהול-מערכות מידע ,שיעור,1242-3272-02
ב',א',101 ,קפלון,פרופ אברמוביץ הלינה,1700 - 1300,מעבדה  בפיזיקה  א 2,מדעים מדויקים/פיזיקה ואסטרונומיה ,מעבדה,0321-1112-01
א',ו',317א,גילמן,"ד""ר לייבנר חררדו",1300 - 0900,"""המלחמה הקרה"" בוערת באמריקה הלטינית, 1990-1945",מדעי הרוח/היסטוריה כללית ,סמינר,0621-8533-01
ב',א',304 ,רקנאטי,"ד""ר הראל יניב",2130 - 1845,מחקר ופיתוח בעידן הסייבר והדאטה,מדעי הרוח/מדעי הניהול-מערכות מידע ,שיעור,1242-3273-01
ב',ב',101 ,קפלון,פרופ אברמוביץ הלינה,1200 - 0800,מעבדה  בפיזיקה  א 2,מדעים מדויקים/פיזיקה ואסטרונומיה ,מעבדה,0321-1112-03
ב',ד',212 ,כיתות דן דוד,"ד""ר פרויס אורי",1400 - 1000,טראנס-לטינואמריקה: פואטיקה ופוליטיקה,מדעי הרוח/היסטוריה כללית ,סמינר,0621-8534-01
א',ה',303 ,רקנאטי,"ד""ר דרורי עדו",2130 - 1845,ויזואליזציה של נתונים,ניהול/מדעי הניהול-מערכות מידע ,שיעור,1242-3274-01
ב',א',    ,None,  ,1700 - 1300,מעבדה  בפיזיקה  א 2,מדעים מדויקים/פיזיקה ואסטרונומיה ,מעבדה,0321-1112-04
א',None,    ,None,פרופ ריין רענן,None,ספרד במאה ה-20,מדעי הרוח/היסטוריה כללית ,הדרכה אי,0621-8535-01
ב',א',    ,None,"ד""ר דרורי עדו",1830 - 1545,ויזואליזציה של נתונים,ניהול/מדעי הניהול-מערכות מידע ,שיעור,1242-3274-02
"א'
א'","ב'
ג'","009 
009 ","אודיטור' לב
אודיטור' לב",פרופ נקר אהוד,"1100 - 0900
1000 - 0800",פיזיקה קלאסית 1,מדעים מדויקים/פיזיקה ואסטרונומיה ,"שיעור
שיעור",0321-1118-01
א',ג',449 ,גילמן,פרופ רחמימוב איריס,1600 - 1400,סמינר מחלקתי במגמת אירופה בעת החדשה א',מדעי הרוח/היסטוריה כללית ,סמינר,0621-9001-01
א',ד',254 ,רקנאטי,פרופ תאני יחיאל דב,2130 - 1845,פרויקט: מישק אדם מחשב,ניהול/מדעי הניהול-מערכות מידע ,פרוייקט,1242-7001-01
א',ג',104 ,פיזיקה-שנקר,מר חיימוב אהוד,1600 - 1400,פיזיקה קלאסית 1,מדעים מדויקים/פיזיקה ואסטרונומיה ,תרגיל,0321-1118-02
ב',ג',449 ,גילמן,פרופ רחמימוב איריס,1600 - 1400,סמינר מחלקתי במגמת אירופה בעת החדשה ב',מדעי הרוח/היסטוריה כללית ,סמינר,0621-9002-01
"א'
א'","ד'
ד'","    
305 ","None
רקנאטי",פרופ תאני יחיאל דב,"1830 - 1545
1830 - 1545",פרויקט: מישק אדם מחשב,מדעי החברה/מדעי הניהול-מערכות מידע ,"פרוייקט
פרוייקט",1242-7001-02
א',ד',104 ,פיזיקה-שנקר,מר חיימוב אהוד,1000 - 0800,פיזיקה קלאסית 1,מדעים מדויקים/פיזיקה ואסטרונומיה ,תרגיל,0321-1118-03
ב',ד',449 ,גילמן,פרופ מלמן בלהה,1400 - 1000,"""בעיניים מערביות"": קולוניאליזם, תרבות ופוליטיקה 1950-1750",מדעי הרוח/היסטוריה כללית ,סמינר,0621-9018-01
א',ג',305 ,רקנאטי,"ד""ר גבע תומר",1830 - 1545,"פרויקט: עסקים, נתונים ואנליטיקה",ניהול/מדעי הניהול-מערכות מידע ,פרוייקט,1242-7002-01
א',ד',111 ,אורנשטיין,מר קורן גיא,1000 - 0800,פיזיקה קלאסית 1,מדעים מדויקים/פיזיקה ואסטרונומיה ,תרגיל,0321-1118-04
א',ג',    ,None,פרופ מלמן בלהה,1000 - 0800,"קולוניאליזם, אימפריאליזם וגלובליזציה: סוגיות ושיטות מחקר",מדעי הרוח/היסטוריה כללית ,הדרכה אי,0621-9034-01
ב',ג',408 ,רקנאטי,"ד""ר גבע תומר",1830 - 1545,"פרויקט: עסקים, נתונים ואנליטיקה",ניהול/מדעי הניהול-מערכות מידע ,פרוייקט,1242-7002-02
א',ג',104 ,פיזיקה-שנקר,מר קורן גיא,1800 - 1600,פיזיקה קלאסית 1,מדעים מדויקים/פיזיקה ואסטרונומיה ,תרגיל,0321-1118-05
ב',ג',497 ,גילמן,פרופ רחמימוב איריס,2000 - 1600,היסטוריה קווירית וטרנסג'נדרית בעת החדישה,מדעי הרוח/היסטוריה כללית ,סמינר,0621-9040-01
א',ג',403 ,רקנאטי,פרופ במברגר פיטר,1830 - 1545,שיטות מחקר התנהגותיות בניהול,מדעי החברה/מ.הניהול-התנהגות ארגונית ,שיעור ות,1243-2103-01
"ב'
ב'","ב'
ה'","009 
009 ","אודיטור' לב
אודיטור' לב","ד""ר פומרנץ ישי","1400 - 1200
1600 - 1400",פיזיקה קלאסית 2,מדעים מדויקים/פיזיקה ואסטרונומיה ,"שיעור
שיעור",0321-1119-01
א',ג',304 ,גילמן,פרופ חלפין יגאל,2000 - 1600,תפנית ויזואלית בחקר ההיסטוריה,מדעי הרוח/היסטוריה כללית ,סמינר,0621-9054-01
ב',ג',    ,None,פרופ הלר דניאל,1830 - 1545,היחיד והקבוצה בארגון,ניהול/מ.הניהול-התנהגות ארגונית ,שיעור ות,1243-2119-01
ב',ד',104 ,פיזיקה-שנקר,מר קורנפלד אייל,1800 - 1600,פיזיקה קלאסית 2,מדעים מדויקים/פיזיקה ואסטרונומיה ,תרגיל,0321-1119-02
ב',ד',320 ,גילמן,"ד""ר שפר שגיא",2000 - 1600,סוגיות בהיסטוריה גרמנית מודרנית,מדעי הרוח/היסטוריה כללית ,סמינר,0621-9056-01
"א'
א'","ג'
ג'","304 
    ","רקנאטי
None",פרופ יחזקאל אורלי,"1830 - 1545
1830 - 1545",ניהול בינלאומי,ניהול/מ.הניהול-התנהגות ארגונית ,"שיעור
שיעור",1243-3014-01
ב',ג',104 ,פיזיקה-שנקר,מר יפת יהונתן,1200 - 1000,פיזיקה קלאסית 2,מדעים מדויקים/פיזיקה ואסטרונומיה ,תרגיל,0321-1119-03
א',ד',319א,גילמן,"ד""ר מויאל דינה",1400 - 1000,סוציאליזם עם פנים אנושיות: רוסיה הסובייטית בין סטלין לגורבצ'וב,מדעי הרוח/היסטוריה כללית ,סמינר,0621-9057-01
א',ה',404 ,רקנאטי,"ד""ר שרגא אופירה",2130 - 1845,ניהול צוותים בארגונים,ניהול/מ.הניהול-התנהגות ארגונית ,שיעור,1243-3015-01
